timestamp,open,high,low,close
2023-01-01T00:00:00+00:00,100.00000,100.31128,99.66609,99.92795
2023-01-01T01:00:00+00:00,99.92795,100.67706,99.14980,99.84157
2023-01-01T02:00:00+00:00,99.84157,100.45832,99.76338,100.00746
2023-01-01T03:00:00+00:00,100.00746,100.26519,99.34436,99.87378
2023-01-01T04:00:00+00:00,99.87378,100.87042,99.30680,100.20169
2023-01-01T05:00:00+00:00,100.20169,100.51714,99.59065,100.25705
2023-01-01T06:00:00+00:00,100.25705,101.09573,99.54199,100.27793
2023-01-01T07:00:00+00:00,100.27793,100.65221,100.02647,100.22462
2023-01-01T08:00:00+00:00,100.22462,100.80133,100.08242,100.66231
2023-01-01T09:00:00+00:00,100.66231,101.52309,99.91428,100.54120
2023-01-01T10:00:00+00:00,100.54120,101.39090,99.56146,100.82686
2023-01-01T11:00:00+00:00,100.82686,101.23985,99.48853,100.06334
2023-01-01T12:00:00+00:00,100.06334,101.26774,99.46447,100.39568
2023-01-01T13:00:00+00:00,100.39568,101.11787,99.69040,99.78373
2023-01-01T14:00:00+00:00,99.78373,99.96642,99.51317,99.84082
2023-01-01T15:00:00+00:00,99.84082,100.39580,99.52724,100.24948
2023-01-01T16:00:00+00:00,100.24948,100.65216,99.68634,99.93521
2023-01-01T17:00:00+00:00,99.93521,100.23864,98.64091,99.57676
2023-01-01T18:00:00+00:00,99.57676,99.78844,98.43235,99.16884
2023-01-01T19:00:00+00:00,99.16884,99.37237,98.21914,98.62397
2023-01-01T20:00:00+00:00,98.62397,99.90254,97.93323,99.32733
2023-01-01T21:00:00+00:00,99.32733,100.17232,98.49910,99.28063
2023-01-01T22:00:00+00:00,99.28063,99.64450,98.97847,99.29728
2023-01-01T23:00:00+00:00,99.29728,99.67200,98.35816,99.42301
2023-01-02T00:00:00+00:00,99.42301,100.40206,98.99961,99.73120
2023-01-02T01:00:00+00:00,99.73120,100.64755,98.94419,99.42732
2023-01-02T02:00:00+00:00,99.42732,100.00728,99.09461,99.39239
2023-01-02T03:00:00+00:00,99.39239,100.36870,98.49495,99.76477
2023-01-02T04:00:00+00:00,99.76477,100.76008,98.95028,99.48157
2023-01-02T05:00:00+00:00,99.48157,99.82431,99.38730,99.68837
2023-01-02T06:00:00+00:00,99.68837,101.03336,99.23872,100.22905
2023-01-02T07:00:00+00:00,100.22905,100.78785,99.81557,100.67675
2023-01-02T08:00:00+00:00,100.67675,102.27948,99.80314,101.29437
2023-01-02T09:00:00+00:00,101.29437,101.35607,100.53514,101.27923
2023-01-02T10:00:00+00:00,101.27923,101.58659,100.35217,101.01779
2023-01-02T11:00:00+00:00,101.01779,101.17535,99.98272,100.44782
2023-01-02T12:00:00+00:00,100.44782,101.33383,98.95658,99.25457
2023-01-02T13:00:00+00:00,99.25457,100.13089,99.03648,99.60740
2023-01-02T14:00:00+00:00,99.60740,100.80153,98.95298,100.46645
2023-01-02T15:00:00+00:00,100.46645,101.09790,99.74137,99.93644
2023-01-02T16:00:00+00:00,99.93644,100.77488,99.38296,99.98530
2023-01-02T17:00:00+00:00,99.98530,100.03583,99.00907,99.36474
2023-01-02T18:00:00+00:00,99.36474,101.38841,98.53000,100.49921
2023-01-02T19:00:00+00:00,100.49921,100.98466,100.39365,100.64033
2023-01-02T20:00:00+00:00,100.64033,101.65214,100.12536,101.51878
2023-01-02T21:00:00+00:00,101.51878,101.63629,99.88784,100.66555
2023-01-02T22:00:00+00:00,100.66555,101.19675,100.08943,100.69176
2023-01-02T23:00:00+00:00,100.69176,100.99565,99.54655,100.42913
2023-01-03T00:00:00+00:00,100.42913,100.99388,99.37797,100.12231
2023-01-03T01:00:00+00:00,100.12231,100.52448,99.77576,100.28270
2023-01-03T02:00:00+00:00,100.28270,101.47970,99.73947,101.00880
2023-01-03T03:00:00+00:00,101.00880,101.17542,100.72044,100.98650
2023-01-03T04:00:00+00:00,100.98650,101.25776,100.37206,100.63291
2023-01-03T05:00:00+00:00,100.63291,101.32204,99.97925,101.20318
2023-01-03T06:00:00+00:00,101.20318,102.22650,101.08446,101.34817
2023-01-03T07:00:00+00:00,101.34817,102.72191,100.65339,102.43908
2023-01-03T08:00:00+00:00,102.43908,103.46208,101.83213,102.49988
2023-01-03T09:00:00+00:00,102.49988,103.27890,101.68461,102.76606
2023-01-03T10:00:00+00:00,102.76606,103.03029,102.29385,102.88410
2023-01-03T11:00:00+00:00,102.88410,103.34955,102.06496,102.57133
2023-01-03T12:00:00+00:00,102.57133,103.58161,102.32372,102.47076
2023-01-03T13:00:00+00:00,102.47076,102.91393,101.33222,101.71092
2023-01-03T14:00:00+00:00,101.71092,102.19436,101.22659,101.95915
2023-01-03T15:00:00+00:00,101.95915,102.41877,101.34486,101.66472
2023-01-03T16:00:00+00:00,101.66472,102.14494,100.78198,101.66612
2023-01-03T17:00:00+00:00,101.66612,103.40695,101.56643,102.81800
2023-01-03T18:00:00+00:00,102.81800,104.80298,101.86175,103.79559
2023-01-03T19:00:00+00:00,103.79559,104.68435,103.57526,103.79114
2023-01-03T20:00:00+00:00,103.79114,104.23847,103.32337,103.43271
2023-01-03T21:00:00+00:00,103.43271,103.88925,102.41281,103.46502
2023-01-03T22:00:00+00:00,103.46502,103.96399,102.91150,103.37863
2023-01-03T23:00:00+00:00,103.37863,105.28004,102.34934,104.27952
2023-01-04T00:00:00+00:00,104.27952,104.48501,103.15639,103.49988
2023-01-04T01:00:00+00:00,103.49988,104.50411,102.59753,103.21706
2023-01-04T02:00:00+00:00,103.21706,103.32472,101.77073,102.39016
2023-01-04T03:00:00+00:00,102.39016,102.93048,101.28872,102.16745
2023-01-04T04:00:00+00:00,102.16745,103.01142,101.93600,102.88168
2023-01-04T05:00:00+00:00,102.88168,104.61534,102.17031,103.97560
2023-01-04T06:00:00+00:00,103.97560,104.93159,103.68041,103.99999
2023-01-04T07:00:00+00:00,103.99999,104.90265,103.33604,104.26165
2023-01-04T08:00:00+00:00,104.26165,104.83159,102.68622,103.65851
2023-01-04T09:00:00+00:00,103.65851,104.24577,102.90141,103.99199
2023-01-04T10:00:00+00:00,103.99199,104.74489,103.64362,104.02906
2023-01-04T11:00:00+00:00,104.02906,104.91618,103.23399,104.54987
2023-01-04T12:00:00+00:00,104.54987,106.11875,103.50825,105.06960
2023-01-04T13:00:00+00:00,105.06960,105.45162,104.80430,105.32565
2023-01-04T14:00:00+00:00,105.32565,106.25970,104.27738,105.20880
2023-01-04T15:00:00+00:00,105.20880,106.85404,104.99853,106.42721
2023-01-04T16:00:00+00:00,106.42721,107.51826,105.37585,106.84397
2023-01-04T17:00:00+00:00,106.84397,107.56119,106.06265,106.12360
2023-01-04T18:00:00+00:00,106.12360,107.02990,105.12394,106.30678
2023-01-04T19:00:00+00:00,106.30678,106.49556,105.72860,105.89767
2023-01-04T20:00:00+00:00,105.89767,106.75202,105.23625,106.42345
2023-01-04T21:00:00+00:00,106.42345,107.62606,106.16440,106.84425
2023-01-04T22:00:00+00:00,106.84425,107.39354,105.59632,106.56615
2023-01-04T23:00:00+00:00,106.56615,107.47601,106.10824,106.25454
2023-01-05T00:00:00+00:00,106.25454,106.31125,105.04675,105.87530
2023-01-05T01:00:00+00:00,105.87530,106.76717,105.55888,106.07212
2023-01-05T02:00:00+00:00,106.07212,106.55613,105.97237,106.03512
2023-01-05T03:00:00+00:00,106.03512,106.16394,104.42794,105.36458
2023-01-05T04:00:00+00:00,105.36458,106.80200,104.72882,105.90933
2023-01-05T05:00:00+00:00,105.90933,106.11128,105.35125,105.53179
2023-01-05T06:00:00+00:00,105.53179,106.38271,104.21523,105.12738
2023-01-05T07:00:00+00:00,105.12738,107.13816,104.86501,106.17833
2023-01-05T08:00:00+00:00,106.17833,107.01906,105.23342,106.17906
2023-01-05T09:00:00+00:00,106.17906,106.89042,105.49991,106.42633
2023-01-05T10:00:00+00:00,106.42633,108.05215,105.38613,107.11875
2023-01-05T11:00:00+00:00,107.11875,109.02505,106.16823,108.13806
2023-01-05T12:00:00+00:00,108.13806,109.40904,107.12776,109.01052
2023-01-05T13:00:00+00:00,109.01052,110.03503,108.06119,109.14861
2023-01-05T14:00:00+00:00,109.14861,110.18106,108.98195,109.30877
2023-01-05T15:00:00+00:00,109.30877,110.26911,107.96638,108.90917
2023-01-05T16:00:00+00:00,108.90917,109.61355,108.53895,109.08201
2023-01-05T17:00:00+00:00,109.08201,110.95820,108.79162,110.07149
2023-01-05T18:00:00+00:00,110.07149,110.82764,109.11261,110.42806
2023-01-05T19:00:00+00:00,110.42806,111.55171,110.08002,110.48164
2023-01-05T20:00:00+00:00,110.48164,111.56668,109.51387,110.12994
